card_name,card_price_EUR,sold_date,vendor_name,vendor_reviews,vendor_ratings,bids_numbers,bloc_ID,set_ID
entei gx 10 73,4.5,2024-01-09,murcielago05,24,91.7,0.0,2,67
entei gx 10 73,4.0,2023-12-27,matsa.0851,216,100.0,0.0,2,67
entei gx 10 73,2.0,2023-12-25,clekw-86,3,80.0,0.0,2,67
entei gx 10 73,5.5,2023-12-13,curiosite_tcg,108,100.0,7.0,2,67
entei gx 10 73,3.0,2023-12-06,lho6459.2uj6je6kz,49,100.0,0.0,2,67
entei gx 10 73,7.2,2023-12-03,clicandsell,1116,99.6,0.0,2,67
entei gx 10 73,4.99,2023-12-02,nicsev-35,30,100.0,0.0,2,67
entei gx 10 73,2.0,2023-12-02,kevin_640203,513,100.0,3.0,2,67
chartor 11 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
chartor 11 73,1.89,2023-12-27,goldcollection-4495,1216,100.0,0.0,2,67
chartor 11 73,1.51,2023-11-18,goldcollection-4495,1216,100.0,0.0,2,67
pyronille 12 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
pyronille 12 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
reshiram 14 73,3.9,2024-01-28,pokevivi7,17486,100.0,0.0,2,67
reshiram 14 73,12.5,2024-01-21,price.pokemon,295,100.0,8.0,2,67
reshiram 14 73,15.5,2024-01-14,price.pokemon,295,100.0,6.0,2,67
reshiram 14 73,1.9,2024-01-09,lucie-annpique_0,4203,100.0,0.0,2,67
reshiram 14 73,1.9,2024-01-01,pokevivi7,17486,100.0,0.0,2,67
reshiram 14 73,6.1,2023-12-29,clicandsell,1116,99.6,0.0,2,67
reshiram 14 73,10.5,2023-12-24,price.pokemon,295,100.0,8.0,2,67
reshiram 14 73,1.0,2023-12-16,leviastorfr,137,98.8,0.0,2,67
reshiram 14 73,15.5,2023-12-03,price.pokemon,295,100.0,12.0,2,67
matoufeu 16 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
felinferno 17 73,1.9,2024-01-21,pokevivi7,17486,100.0,0.0,2,67
felinferno 17 73,3.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
felinferno 17 73,2.79,2023-12-27,goldcollection-4495,1216,100.0,0.0,2,67
kaiminus 18 73,1.9,2024-02-09,pokevivi7,17486,100.0,0.0,2,67
kaiminus 18 73,1.0,2024-02-04,kuriboh-shop,6121,100.0,0.0,2,67
kaiminus 18 73,1.5,2024-02-01,sam1_4351,187,100.0,0.0,2,67
kaiminus 18 73,3.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
kaiminus 18 73,1.9,2023-12-25,hewezcards,1167,100.0,0.0,2,67
crocrodil 19 73,1.9,2024-01-25,pokevivi7,17486,100.0,0.0,2,67
crocrodil 19 73,1.89,2023-12-05,goldcollection-4495,1216,100.0,0.0,2,67
aligatueur 20 73,2.9,2024-02-06,pokevivi7,17486,100.0,0.0,2,67
aligatueur 20 73,1.0,2023-12-31,arnaun_49,1143,100.0,0.0,2,67
aligatueur 20 73,1.9,2023-12-25,hewezcards,1167,100.0,0.0,2,67
aligatueur 20 73,1.85,2023-12-05,poke_matos,6730,100.0,0.0,2,67
aligatueur 20 73,1.0,2023-11-27,ushiwaz,56,100.0,0.0,2,67
qwilfish 21 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
mustebouee 22 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
mustebouee 22 73,1.89,2023-12-27,goldcollection-4495,1216,100.0,0.0,2,67
musteflott 23 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
musteflott 23 73,1.9,2024-01-28,pokevivi7,17486,100.0,0.0,2,67
musteflott 23 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
palkia 24 73,3.9,2024-01-28,pokevivi7,17486,100.0,0.0,2,67
palkia 24 73,15.5,2024-01-14,price.pokemon,295,100.0,6.0,2,67
palkia 24 73,1.0,2023-12-16,pokemonium24,97,100.0,0.0,2,67
palkia 24 73,2.85,2023-12-07,poke_matos,6730,100.0,0.0,2,67
palkia 24 73,15.0,2023-12-03,price.pokemon,295,100.0,16.0,2,67
palkia 24 73,2.0,2023-11-26,nap590,6579,99.6,0.0,2,67
manaphy 25 73,4.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
manaphy 25 73,1.9,2024-01-28,pokevivi7,17486,100.0,0.0,2,67
keldeo 26 73,4.9,2024-02-10,pokevivi7,17486,100.0,0.0,2,67
keldeo 26 73,15.5,2024-01-21,price.pokemon,295,100.0,14.0,2,67
keldeo 26 73,14.5,2024-01-14,price.pokemon,295,100.0,5.0,2,67
keldeo 26 73,1.9,2024-01-01,pokevivi7,17486,100.0,0.0,2,67
keldeo 26 73,5.8,2023-12-29,clicandsell,1116,99.6,0.0,2,67
keldeo 26 73,15.5,2023-12-24,price.pokemon,295,100.0,7.0,2,67
keldeo 26 73,13.0,2023-12-03,price.pokemon,295,100.0,10.0,2,67
keldeo 26 73,2.5,2023-12-03,myostan,128,100.0,0.0,2,67
volcanion brillant 27 73,3.5,2024-02-02,direct-tcg,531,100.0,5.0,2,67
volcanion brillant 27 73,8.99,2023-12-04,bois.marine,6392,100.0,0.0,2,67
volcanion brillant 27 73,15.0,2024-01-23,pokedylandydy,73,100.0,0.0,2,67
volcanion brillant 27 73,7.0,2024-01-07,juju-3830,30,100.0,0.0,2,67
volcanion brillant 27 73,11.9,2024-01-02,pokevivi7,17486,100.0,0.0,2,67
volcanion brillant 27 73,12.0,2023-12-25,brocante-et-vous,4387,99.6,0.0,2,67
volcanion brillant 27 73,12.5,2023-12-05,sungamescollection,4338,99.7,0.0,2,67
pikachu 28 73,1.5,2024-02-05,direct-tcg,531,100.0,2.0,2,67
pikachu 28 73,1.0,2024-02-04,danlour57,21,100.0,0.0,2,67
pikachu 28 73,1.85,2024-02-01,cartabaffe,3946,99.9,0.0,2,67
pikachu 28 73,3.9,2024-02-01,pokevivi7,17486,100.0,0.0,2,67
pikachu 28 73,4.9,2024-02-01,pokevivi7,17486,100.0,0.0,2,67
pikachu 28 73,9.99,2024-01-28,tousfoudespoke,15344,99.1,0.0,2,67
pikachu 28 73,18.0,2024-01-18,monange1955,790,100.0,0.0,2,67
pikachu 28 73,2.5,2024-01-17,alexns28,12,100.0,0.0,2,67
pikachu 28 73,1.9,2024-01-10,pokevivi7,17486,100.0,0.0,2,67
pikachu 28 73,2.5,2024-01-09,ines.0617,193,100.0,0.0,2,67
pikachu 28 73,3.0,2023-12-20,brocante-et-vous,4387,99.6,0.0,2,67
pikachu 28 73,2.9,2023-12-11,hewezcards,1167,100.0,0.0,2,67
pikachu 28 73,2.5,2023-11-29,alexns28,12,100.0,0.0,2,67
pikachu 28 73,1.5,2023-11-18,pokepolo,158,100.0,2.0,2,67
raichu gx 29 73,7.85,2024-02-07,cartabaffe,3946,99.9,0.0,2,67
raichu gx 29 73,8.99,2024-02-03,poketplasma,694,98.9,0.0,2,67
raichu gx 29 73,6.9,2023-09-16,roadtotcg,2538,99.3,0.0,2,67
raichu gx 29 73,15.5,2024-01-21,premium-tcg-market,439,100.0,20.0,2,67
raichu gx 29 73,4.5,2024-01-17,brocante-et-vous,4387,99.6,0.0,2,67
raichu gx 29 73,3.5,2024-01-07,quidoudi,19,94.7,0.0,2,67
raichu gx 29 73,2.52,2023-12-09,seller-poke-01,78,100.0,3.0,2,67
raichu gx 29 73,3.0,2023-12-02,kevin_640203,513,100.0,3.0,2,67
raichu gx 29 73,4.0,2023-11-27,matsa.0851,216,100.0,2.0,2,67
voltorbe 30 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
electrode 31 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
raikou 32 73,3.5,2024-01-24,lucie-annpique_0,4204,100.0,0.0,2,67
raikou 32 73,2.0,2024-01-03,julpo-99,199,100.0,0.0,2,67
raikou 32 73,8.8,2023-12-29,clicandsell,1116,99.6,0.0,2,67
raikou 32 73,15.5,2023-12-24,price.pokemon,295,100.0,15.0,2,67
raikou 32 73,5.5,2023-12-23,lucie-annpique_0,4204,100.0,0.0,2,67
raikou 32 73,15.0,2023-12-03,price.pokemon,295,100.0,15.0,2,67
raikou 32 73,1.9,2023-11-24,start-gaming,4102,99.9,0.0,2,67
posipi 33 73,1.9,2024-02-10,hewezcards,1167,100.0,0.0,2,67
posipi 33 73,2.9,2024-01-28,pokevivi7,17486,100.0,0.0,2,67
posipi 33 73,1.8,2024-01-13,sungamescollection,4338,99.7,0.0,2,67
posipi 33 73,1.5,2023-12-15,rtc4_42,7,100.0,2.0,2,67
negapi 34 73,1.9,2024-02-06,pokevivi7,17486,100.0,0.0,2,67
negapi 34 73,1.89,2023-12-27,goldcollection-4495,1216,100.0,0.0,2,67
zekrom 35 73,1.85,2024-02-01,wn-cards,3690,99.8,0.0,2,67
zekrom 35 73,3.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
zekrom 35 73,2.99,2023-03-12,roadtotcg,2538,99.3,0.0,2,67
zekrom 35 73,4.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
zekrom 35 73,1.0,2024-01-03,pokemonium24,97,100.0,0.0,2,67
zekrom 35 73,1.9,2024-01-01,pokevivi7,17486,100.0,0.0,2,67
zekrom 35 73,12.5,2023-12-24,price.pokemon,295,100.0,8.0,2,67
zekrom 35 73,15.0,2023-12-03,price.pokemon,295,100.0,10.0,2,67
abo 36 73,1.9,2024-02-06,pokevivi7,17486,100.0,0.0,2,67
abo 36 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
abo 36 73,1.2,2023-12-11,lucie-annpique_0,4203,100.0,0.0,2,67
arbok 37 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
arbok 37 73,1.9,2024-01-20,pokevivi7,17486,100.0,0.0,2,67
arbok 37 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
lippoutou 38 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
mewtwo gx 39 73,24.0,2024-02-09,akakafix,36,100.0,0.0,2,67
mewtwo gx 39 73,8.0,2024-02-08,fulmax,1,100.0,0.0,2,67
mewtwo gx 39 73,20.0,2024-02-01,akakafix,36,100.0,0.0,2,67
mewtwo gx 39 73,9.9,2024-01-29,pokevivi7,17486,100.0,0.0,2,67
mewtwo gx 39 73,14.85,2024-01-28,poke_matos,6730,100.0,0.0,2,67
mewtwo gx 39 73,5.0,2024-01-28,cedrac21,34,100.0,0.0,2,67
mewtwo gx 39 73,8.9,2024-01-28,prof7467,1390,100.0,0.0,2,67
mewtwo gx 39 73,10.0,2024-01-26,poke-kamss,79,100.0,0.0,2,67
mewtwo gx 39 73,5.05,2024-01-25,iromif-swgvg8gtz,225,99.5,5.0,2,67
mewtwo gx 39 73,25.0,2024-01-24,akakafix,36,100.0,5.0,2,67
mewtwo gx 39 73,7.5,2024-01-23,lucie-annpique_0,4203,100.0,0.0,2,67
mewtwo gx 39 73,48.9,2024-01-16,ddeonix,643,98.4,0.0,2,67
mewtwo gx 39 73,7.0,2024-01-07,miniman34,519,100.0,0.0,2,67
mewtwo gx 39 73,4.0,2023-12-07,kevin_640203,513,100.0,0.0,2,67
mewtwo gx 39 73,5.0,2023-12-03,olivierjohnlocke,357,100.0,5.0,2,67
mewtwo gx 39 73,32.0,2023-12-02,beardeche,275,100.0,0.0,2,67
mewtwo gx 39 73,7.0,2023-11-20,cedto_63,4,75.0,0.0,2,67
mewtwo gx 39 73,4.2,2023-11-18,di-151632,2,100.0,0.0,2,67
mew brillant 40 73,38.0,2024-02-08,daruma34,747,100.0,0.0,2,67
mew brillant 40 73,99.9,2024-02-08,colas0,3487,100.0,0.0,2,67
mew brillant 40 73,65.0,2024-02-01,natro_8314,12,100.0,0.0,2,67
rayquaza brillant 56 73,58.0,2024-01-20,rm_quill,110,100.0,19.0,2,67
mew brillant 40 73,32.5,2024-01-17,lylycards,164,100.0,27.0,2,67
mew brillant 40 73,180.0,2024-01-16,zpequeno,178,100.0,0.0,2,67
mew brillant 40 73,49.9,2024-01-14,pokevivi7,17486,100.0,0.0,2,67
mew brillant 40 73,35.0,2024-01-11,barris33,19,95.0,0.0,2,67
mew brillant 40 73,45.0,2024-01-03,popmagasin,352,100.0,0.0,2,67
mew brillant 40 73,38.89,2023-12-22,hupet49,20,100.0,0.0,2,67
mew brillant 40 73,38.89,2023-12-21,hupet49,20,100.0,0.0,2,67
mew brillant 40 73,40.0,2023-12-06,lucie-annpique_0,4204,100.0,0.0,2,67
mew brillant 40 73,35.0,2023-12-04,rider-9137,10,100.0,0.0,2,67
mew brillant 40 73,80.0,2023-11-30,natro_8314,12,100.0,0.0,2,67
mew brillant 40 73,98.0,2023-11-27,pokemon-japanese,507,100.0,0.0,2,67
mew brillant 40 73,85.0,2023-11-15,arncaccavell_0,134,100.0,0.0,2,67
latios 41 73,4.9,2024-01-28,pokevivi7,17486,100.0,0.0,2,67
latios 41 73,1.5,2024-01-13,kevin_640203,513,100.0,2.0,2,67
latios 41 73,1.0,2023-12-15,pascale1383,308,100.0,0.0,2,67
latios 41 73,1.9,2023-12-08,pokevivi7,17486,100.0,0.0,2,67
jirachi brillant 42 73,4.5,2024-02-09,fulmax,1,100.0,2.0,2,67
jirachi brillant 42 73,9.99,2024-02-08,gtiiste35,959,100.0,0.0,2,67
jirachi brillant 42 73,20.5,2024-01-26,sbm95280,63,100.0,3.0,2,67
jirachi brillant 42 73,5.5,2024-01-21,aurelltz,34,100.0,2.0,2,67
jirachi brillant 42 73,14.9,2024-01-03,pokevivi7,17487,100.0,0.0,2,67
jirachi brillant 42 73,5.0,2023-12-29,sambenar-0,166,99.4,2.0,2,67
jirachi brillant 42 73,10.0,2023-12-28,kunzzzfr,339,89.7,0.0,2,67
jirachi brillant 42 73,15.0,2023-12-25,brocante-et-vous,4387,99.6,0.0,2,67
jirachi brillant 42 73,10.0,2023-12-24,canka79,342,100.0,0.0,2,67
jirachi brillant 42 73,3.0,2023-12-15,mimissicu92,643,100.0,4.0,2,67
jirachi brillant 42 73,3.0,2023-12-13,kevin_640203,513,100.0,0.0,2,67
jirachi brillant 42 73,23.5,2023-12-03,premium-tcg-market,439,100.0,17.0,2,67
jirachi brillant 42 73,23.95,2023-12-02,bigboris313,2472,99.3,12.0,2,67
jirachi brillant 42 73,17.6,2023-11-25,bigboris313,2472,99.3,14.0,2,67
jirachi brillant 42 73,7.0,2023-11-23,archirall,87,100.0,0.0,2,67
jirachi brillant 42 73,7.51,2023-11-19,chasav_fr,198,100.0,4.0,2,67
jirachi brillant 42 73,95.0,2023-11-16,owzarski,186,100.0,0.0,2,67
jirachi brillant 42 73,2.5,2023-11-13,pokedylandydy,73,100.0,2.0,2,67
gringolem 43 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
golemastoc 44 73,1.85,2024-01-31,wn-cards,3690,99.8,0.0,2,67
golemastoc 44 73,1.89,2023-12-27,goldcollection-4495,1216,100.0,0.0,2,67
marshadow 45 73,5.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
marshadow 45 73,2.85,2024-01-14,poke_matos,6730,100.0,0.0,2,67
limonde 46 73,3.25,2024-01-27,clicandsell,1116,99.6,0.0,2,67
spiritomb 47 73,1.9,2024-02-06,pokevivi7,17487,100.0,0.0,2,67
spiritomb 47 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
chacripan 48 73,2.9,2024-01-08,hewezcards,1167,100.0,0.0,2,67
chacripan 48 73,1.89,2023-12-27,goldcollection-4495,1216,100.0,0.0,2,67
chacripan 48 73,0.9,2023-12-27,julpo-99,199,100.0,0.0,2,67
leopardus 49 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
baggaid 51 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
zorua 52 73,1.9,2024-02-06,pokevivi7,17487,100.0,0.0,2,67
zorua 52 73,3.0,2024-01-20,clicandsell,1116,99.6,0.0,2,67
zoroark gx 53 73,3.5,2024-02-03,lucie-annpique_0,4204,100.0,0.0,2,67
zoroark gx 53 73,1.5,2024-01-25,pokesell94,99,100.0,2.0,2,67
zoroark gx 53 73,1.5,2024-01-25,iromif-swgvg8gtz,225,99.5,2.0,2,67
zoroark gx 53 73,2.0,2024-01-23,poketoto83,16,100.0,0.0,2,67
zoroark gx 53 73,10.5,2024-01-21,premium-tcg-market,439,100.0,11.0,2,67
zoroark gx 53 73,14.5,2024-01-17,direct-tcg,531,100.0,13.0,2,67
zoroark gx 53 73,1.5,2024-01-13,pokesell94,99,100.0,2.0,2,67
zoroark gx 53 73,12.5,2024-01-12,direct-tcg,531,100.0,12.0,2,67
zoroark gx 53 73,2.0,2024-01-11,laurlagr,634,98.5,3.0,2,67
zoroark gx 53 73,14.5,2024-01-10,direct-tcg,531,100.0,6.0,2,67
zoroark gx 53 73,3.0,2024-01-07,triopikeur5,391,100.0,0.0,2,67
zoroark gx 53 73,2.5,2023-12-26,pokesell94,99,100.0,4.0,2,67
zoroark gx 53 73,10.01,2023-12-20,sylvano62,68,100.0,6.0,2,67
zoroark gx 53 73,4.0,2023-12-18,nico-sct,278,97.7,0.0,2,67
zoroark gx 53 73,2.55,2023-12-16,olivierjohnlocke,357,100.0,2.0,2,67
zoroark gx 53 73,2.0,2023-12-11,pokesell94,99,100.0,3.0,2,67
zoroark gx 53 73,4.9,2023-12-03,kuriboh-shop,6121,100.0,0.0,2,67
zoroark gx 53 73,5.0,2023-12-03,olivierjohnlocke,357,100.0,5.0,2,67
zoroark gx 53 73,2.5,2023-12-02,kevin_640203,513,100.0,4.0,2,67
zoroark gx 53 73,2.5,2023-11-29,pokeyd,280,100.0,0.0,2,67
yveltal 54 73,1.0,2024-02-05,antmal-1527,137,100.0,0.0,2,67
yveltal 54 73,5.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
yveltal 54 73,1.0,2023-11-28,pokemonium24,97,100.0,0.0,2,67
hoopa 55 73,1.9,2024-02-01,pokevivi7,17487,100.0,0.0,2,67
hoopa 55 73,5.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
hoopa 55 73,4.9,2024-01-27,hewezcards,1167,100.0,0.0,2,67
hoopa 55 73,3.0,2023-12-23,benjishopfr,73,100.0,0.0,2,67
rayquaza brillant 56 73,65.0,2024-02-02,natro_8314,12,100.0,0.0,2,67
rayquaza brillant 56 73,51.0,2024-01-28,premium-tcg-market,439,100.0,28.0,2,67
rayquaza brillant 56 73,29.5,2024-01-21,aurelltz,34,100.0,4.0,2,67
rayquaza brillant 56 73,43.5,2024-01-18,alexpoke59,55,95.7,17.0,2,67
rayquaza brillant 56 73,30.0,2024-01-16,hydroc_85,22,100.0,0.0,2,67
rayquaza brillant 56 73,35.5,2024-01-14,jeremy_47,32,100.0,7.0,2,67
rayquaza brillant 56 73,30.0,2023-12-29,kenzoe37,153,97.4,0.0,2,67
rayquaza brillant 56 73,48.0,2023-12-19,brocante-et-vous,4387,99.6,0.0,2,67
rayquaza brillant 56 73,80.0,2023-12-18,shadow_time1,47,100.0,0.0,2,67
rayquaza brillant 56 73,263.0,2023-12-17,plazatcg,845,100.0,35.0,2,67
rayquaza brillant 56 73,75.0,2023-12-17,thef-1227,125,100.0,0.0,2,67
rayquaza brillant 56 73,79.9,2023-12-12,pokebamboutique,193,100.0,0.0,2,67
rayquaza brillant 56 73,30.0,2023-12-01,archirall,87,100.0,0.0,2,67
rayquaza brillant 56 73,65.0,2023-11-30,collection57,50,100.0,0.0,2,67
rayquaza brillant 56 73,20.55,2023-11-27,rider-9137,10,100.0,8.0,2,67
arceus brillant 57 73,13.0,2024-02-09,fulmax,1,100.0,0.0,2,67
arceus brillant 57 73,12.0,2024-02-01,nicolafeu-0,78,100.0,0.0,2,67
arceus brillant 57 73,24.85,2024-01-31,poke_matos,6730,100.0,0.0,2,67
arceus brillant 57 73,22.0,2024-01-29,barris33,19,95.0,0.0,2,67
arceus brillant 57 73,19.99,2024-01-29,retrogamezone,20824,99.9,0.0,2,67
arceus brillant 57 73,19.5,2024-01-21,premium-tcg-market,439,100.0,17.0,2,67
arceus brillant 57 73,20.0,2024-01-16,aurelltz,34,100.0,0.0,2,67
arceus brillant 57 73,12.0,2024-01-10,wop_8955,38,97.5,0.0,2,67
arceus brillant 57 73,21.9,2024-01-07,pokevivi7,17487,100.0,0.0,2,67
arceus brillant 57 73,40.0,2024-01-06,vinsel_52,141,100.0,11.0,2,67
arceus brillant 57 73,23.0,2024-01-02,luckystar-07,282,100.0,0.0,2,67
arceus brillant 57 73,24.99,2023-12-24,retrogamezone,20824,99.9,0.0,2,67
arceus brillant 57 73,7.0,2023-12-10,kevin_640203,513,100.0,0.0,2,67
arceus brillant 57 73,19.9,2023-12-05,sungamescollection,4338,99.7,0.0,2,67
arceus brillant 57 73,24.7,2023-11-25,bigboris313,2472,99.3,20.0,2,67
arceus brillant 57 73,12.0,2023-11-19,patdet95,216,100.0,0.0,2,67
arceus brillant 57 73,10.0,2023-11-17,chasav_fr,198,100.0,2.0,2,67
deplace degats 58 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
recuperation d'energie 59 73,1.9,2024-01-30,pokevivi7,17487,100.0,0.0,2,67
super ball 60 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
tili 61 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
attrape pokemon 64 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
chrys 65 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
chrys 65 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
super rappel 66 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
echange 67 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
echange 67 73,1.9,2024-01-04,hewezcards,1167,100.0,0.0,2,67
hyper ball 68 73,2.85,2024-01-30,poke_matos,6730,100.0,0.0,2,67
double energie incolore 69 73,3.85,2024-01-31,poke_matos,6730,100.0,0.0,2,67
double energie incolore 69 73,3.9,2023-12-13,pokevivi7,17487,100.0,0.0,2,67
double energie incolore 69 73,1.9,2023-12-11,hewezcards,1167,100.0,0.0,2,67
energie de distorsion 70 73,1.9,2024-01-08,hewezcards,1167,100.0,0.0,2,67
energie de distorsion 70 73,1.9,2024-01-01,pokevivi7,17486,100.0,0.0,2,67
entei gx 71 73,7.5,2024-02-02,lucie-annpique_0,4204,100.0,0.0,2,67
entei gx 71 73,40.5,2024-01-07,premium-tcg-market,439,100.0,13.0,2,67
entei gx 71 73,11.8,2024-01-02,cro_name,36,100.0,0.0,2,67
entei gx 71 73,11.5,2024-01-01,brocante-et-vous,4387,99.6,0.0,2,67
entei gx 71 73,30.0,2024-01-01,niiko78,1272,100.0,0.0,2,67
entei gx 71 73,11.5,2023-12-22,brocante-et-vous,4387,99.6,0.0,2,67
entei gx 71 73,29.5,2023-12-17,bigboris313,2472,99.3,32.0,2,67
entei gx 71 73,25.0,2023-12-15,parodi0,16383,99.9,0.0,2,67
entei gx 71 73,30.0,2023-12-06,aurenath0702,346,100.0,0.0,2,67
entei gx 71 73,9.5,2023-12-04,nexthobbyfr,1379,100.0,0.0,2,67
entei gx 71 73,9.0,2023-12-03,kevin_640203,513,100.0,12.0,2,67
entei gx 71 73,5.0,2023-12-02,fallskym09,12,92.3,0.0,2,67
mewtwo gx 72 73,54.9,2024-02-08,julsan-6335,160,100.0,0.0,2,67
mewtwo gx 72 73,35.0,2024-02-04,poke.p.rnx,35,100.0,0.0,2,67
mewtwo gx 72 73,10.5,2024-02-02,direct-tcg,531,100.0,12.0,2,67
mewtwo gx 72 73,32.5,2024-01-28,premium-tcg-market,439,100.0,23.0,2,67
mewtwo gx 72 73,30.0,2024-01-27,toreto5512,17,100.0,4.0,2,67
mewtwo gx 72 73,60.0,2024-01-23,cartabaffe,3946,99.9,0.0,2,67
mewtwo gx 72 73,15.0,2024-01-17,guiltrem-6816,118,100.0,0.0,2,67
mewtwo gx 72 73,45.0,2024-01-14,miido-26,30,100.0,0.0,2,67
mewtwo gx 72 73,12.0,2024-01-12,poke-kamss,79,100.0,0.0,2,67
mewtwo gx 72 73,20.0,2024-01-07,freyb-63,4,100.0,0.0,2,67
mewtwo gx 72 73,10.0,2024-01-03,quidoudi,19,94.7,0.0,2,67
mewtwo gx 72 73,9.99,2024-01-02,murkee,883,99.0,0.0,2,67
mewtwo gx 72 73,13.9,2023-12-28,rouxy-eleven,1293,100.0,0.0,2,67
mewtwo gx 72 73,42.9,2023-12-09,shaymin-92,221,100.0,0.0,2,67
mewtwo gx 72 73,10.5,2023-12-04,ghpipo-0,113,100.0,8.0,2,67
mewtwo gx 72 73,19.9,2023-12-04,pokevivi7,17487,100.0,0.0,2,67
mewtwo gx 72 73,35.5,2023-12-01,ghalionna,435,100.0,17.0,2,67
mewtwo gx 72 73,35.5,2023-11-16,ravnica920,499,98.9,31.0,2,67
eleveuse de pokemon 73 73,2.5,2024-02-06,mimissicu92,643,100.0,3.0,2,67
eleveuse de pokemon 73 73,3.05,2024-02-01,pokeliolio,77,100.0,4.0,2,67
eleveuse de pokemon 73 73,4.0,2023-12-11,pokesell94,99,100.0,5.0,2,67
eleveuse de pokemon 73 73,5.0,2023-12-06,pascale1383,308,100.0,0.0,2,67
eleveuse de pokemon 73 73,7.63,2023-12-03,kevin_640203,513,100.0,9.0,2,67
eleveuse de pokemon 73 73,3.0,2023-11-24,damdam0,85,100.0,0.0,2,67
entei gx 74 73,26.5,2024-01-17,lylycards,164,100.0,19.0,2,67
entei gx 74 73,55.0,2023-12-12,vinil02,307,100.0,0.0,2,67
entei gx 74 73,25.0,2023-11-29,sanchez68320,121,100.0,0.0,2,67
entei gx 74 73,27.5,2023-11-15,sanchez68320,121,100.0,4.0,2,67
raichu gx 75 73,31.0,2024-02-08,esteban_24,0,0.0,5.0,2,67
mewtwo gx 76 73,30.5,2024-01-26,andy_collec,16,100.0,13.0,2,67
mewtwo gx 76 73,72.5,2024-01-10,requox,61,100.0,32.0,2,67
mewtwo gx 76 73,103.0,2023-12-09,flouzman,178,100.0,0.0,2,67
mewtwo gx 76 73,109.0,2023-12-01,drattak783,38,97.1,0.0,2,67
mewtwo gx 76 73,120.0,2023-11-28,alexibourge_0,27,100.0,0.0,2,67
zoroark gx 77 73,69.85,2024-01-31,poke_matos,6730,100.0,0.0,2,67
mewtwo gx 78 73,115.0,2024-02-08,ant-320942,2,100.0,0.0,2,67
mewtwo gx 78 73,75.0,2024-02-07,poke_mew,182,100.0,0.0,2,67
mewtwo gx 78 73,110.0,2024-02-04,ant-320942,2,100.0,13.0,2,67
mewtwo gx 78 73,42.5,2024-01-29,chi_5448,53,100.0,4.0,2,67
mewtwo gx 78 73,109.85,2024-01-21,poke_matos,6730,100.0,0.0,2,67
mewtwo gx 78 73,65.0,2024-01-16,galli_277,30,100.0,31.0,2,67
mewtwo gx 78 73,126.0,2024-01-15,rayan-benha,478,100.0,5.0,2,67
mewtwo gx 78 73,110.0,2024-01-08,rayan-benha,478,100.0,28.0,2,67
mewtwo gx 78 73,70.0,2024-01-04,pannarn_0,313,100.0,0.0,2,67
mewtwo gx 78 73,69.0,2024-01-02,molsron,2542,99.0,0.0,2,67
mewtwo gx 78 73,20.0,2023-12-24,mick.lema,465,99.5,0.0,2,67
mewtwo gx 78 73,119.9,2023-12-21,ltdpkmn,47,100.0,0.0,2,67
mewtwo gx 78 73,105.0,2023-12-16,poke-roov71,774,100.0,0.0,2,67
mewtwo gx 78 73,70.0,2023-12-09,douwdy,11,100.0,0.0,2,67
mewtwo gx 78 73,85.0,2023-12-04,daruma34,747,100.0,0.0,2,67
